9-4-2022;22:07:15.0591866;2

9-4-2022;22:07:15.9191894;2

9-4-2022;22:07:16.5917437;2

9-4-2022;22:07:17.2151442;2

9-4-2022;22:07:18.2360112;2

9-4-2022;22:10:05.9879098;2

9-4-2022;22:10:08.4672677;1

9-4-2022;22:10:30.0127166;2

9-4-2022;22:12:31.8971014;2
9-4-2022;22:12:32.7872939;2
9-4-2022;22:12:33.5190379;2
9-4-2022;22:12:34.2796396;3
9-4-2022;22:12:34.7317688;4
9-4-2022;22:12:35.2072113;5
9-4-2022;22:13:28.7895938;2
9-4-2022;22:13:32.7597230;2
