10-4-2022;13:48:00.0991167;2
11-4-2022;16:06:15.6476999;2
11-4-2022;17:33:05.6649363;2
12-4-2022;23:00:59.6382740;2
12-4-2022;23:01:00.2215879;3
17-5-2022;19:18:13.1971076;1
17-5-2022;19:18:14.4850674;0
17-5-2022;19:18:15.1774474;1
17-5-2022;19:18:16.3086067;0
17-5-2022;19:18:16.7860985;1
17-5-2022;19:22:54.9476488;1
17-5-2022;19:22:57.5291087;1
